Show,A,Z,N,symb,symb A,radius, unc, energy, unc, jp, half-life operator, half_life, unc,unit, half_life [s], unc, decay, decay %, unc, decay, decay %, unc, decay, decay %, unc,isospin,magn. dipole, unc, elect. quad , unc,Qb-,unc,Qb- n,unc,Qa, unc, Qec, unc,Sn,unc, Sp,unc,Binding/A,unc,Total BE MeV,atomic mass, unc, mass excess,unc
0,19,11,8,Na,Na 19,,,0, ,(5/2+),LT,40, ,keV,1.14059428767846E-20, ,P,100, , , , , , , , , , , , ,-18898.998,51099,,,-6062.28,18,11177.34,11,20179.91,94,-322.81,11,6937.885,554,131.819815,19013880.272,11309,12929.39,10535
0,19,12,7,Mg,Mg 19,,,0, ,1/2-, ,0.000114, ,eV,4.00208521992444E-12, ,2P,100, , , , , , , , , , , , ,,,,,-10811.9,83,18898.999,51,,,498.57,106,5902.025,2632,112.138475,19034169.182,53678,31828.389,50001
0,20,5,15,B,B 20,,,0, ,(1- 2-),LT,500, ,keV,9.124754301428E-22, ,N,100, , , , , , , , , , , , ,30946,833,27965,806,,,,,-608,957,,,4453,40,89.06,20073484,859,68450,800
0,20,6,14,C,C 20,,,0, ,0+, ,16.3,+40-35,ms,0.0163, ,B-,100, ,B-N,65,18,B-2N,18.6, , , , , , ,15737.067,243746,13575.96,231,-22368.49,284,,,2981.51,251,29555.65,574,5961.435,11531,119.2287,20040261.732,247585,37503.563,230625
0,20,7,13,N,N 20,,,0, ,(2-), ,134.4,37,ms,0.1344,0.0037,B-,100, ,B-N,42.9,1.4, , , , , , , , ,17970.324,78899,10362.32,79,-17770.93,83,-15737.067,244,2161.1,81,17936.23,126,6709.171,3945,134.18342,20023367.295,84696,21766.496,78894
0,20,8,12,O,O 20,,,0, ,0+, ,13.51,5,s,13.51,0.05,B-,100, , , , , , , ,2, , , , ,3813.635,885,-2787.7,88,-12322.88,4,-17970.324,79,7608,278,19349.08,16,7568.57,44,151.3714,20004075.358,950,3796.172,885
0,20,9,11,F,F 20,,,0, ,2+, ,11.07,6,s,11.07,0.06,B-,100, , , , , , , ,1,2.0935, ,-0.042, ,7024.467,30,-9840.83,16,-8126.29,229,-3813.635,886,6601.34,3,10639.29,264,7720.134,2,154.40268,19999981.252,31,-17.463,30
2,20,10,10,Ne,Ne 20,3.0055,21,0, ,0+, ,STABLE, , , , , , , , , , , , , ,0, , , , ,-13892.535,1114,-28042.64,11,-4729.84,0,-7024.468,3,16865.3,16,12843.46,0,8032.24,0,160.6448,19992440.17619,168,-7041.93055,157
0,20,11,9,Na,Na 20,2.9718,420,0, ,2+, ,447.9,23,ms,0.4479,0.0023,EC,100, ,ECA,20.05,0.2, , , ,1,0.3694, , , ,-10627.088,2171,-33049.1,50,-6254.56,8,13892.535,1114,14150.1,11,2190.42,112,7298.496,56,145.96992,20007354.426,1195,6850.604,1114
0,20,12,8,Mg,Mg 20,,,0, ,0+, ,93,5,ms,0.093,0.005,B+,100, ,B+P,30.3,1.2, , , , , , , , ,,,,,-8934,21,10627.088,2171,22422.01,50,2740.67,11,6728.025,93,134.5605,20018763.075,2000,17477.692,1863
0,21,5,16,B,B 21,,,0, ,(3/2-),LT,600, ,keV,7.603961917856E-22, ,2N,100, , , , , , , , , , , , ,31687,1079,31755,929,,,,,-809,1204,,,4203,43,88.263,21083017,966,77330,900
0,21,7,14,N,N 21,,,0, ,(1/2-), ,84,7,ms,0.084,0.007,B-,100, ,B-N,86,4, , , , , , , , ,17169.878,134584,13364.42,134,-20909.32,244,-20411.087,611,4605.9,156,19560.62,267,6609.015,6383,138.789315,21027087.573,143906,25231.913,134048
0,21,8,13,O,O 21,,,0, ,(5/2+), ,3.42,10,s,3.42,0.1,B-,100, , , , , , , , , , , , ,8109.64,12134,8.18,12,-15394.78,21,-17169.878,135,3805.45,12,20993.43,80,7389.374,571,155.176854,21008654.95,12882,8062.035,12000
0,21,9,12,F,F 21,,,0, ,5/2+, ,4.158,20,s,4.158,0.02,B-,100, , , , , , , , ,3.93, ,0.11, ,5684.171,1800,-1076.99,180,-10342.6,15,-8109.64,12,8101.46,180,11132.75,200,7738.293,86,162.504153,20999948.894,1932,-47.605,1800
1,21,10,11,Ne,Ne 21,2.9695,33,0, ,3/2+, ,STABLE, , , , , , , , , , , , , , ,-0.661797, ,0.103, ,-3547.145,90,-20653.7,111,-7347.93,4,-5684.171,18,6761.16,4,13003.28,5,7971.713,2,167.405973,20993846.685,41,-5731.776,38
0,21,11,10,Na,Na 21,3.0136,284,0, ,3/2+, ,22.49,4,s,22.49,0.04,EC+B+,100, , , , , , , , ,2.3863, ,0.124, ,-13088.48,761,-27733.64,187,-6561.25,27,3547.145,105,17106.55,112,2431.67,10,7765.547,5,163.076487,20997654.702,105,-2184.631,98
0,21,12,9,Mg,Mg 21,,0,0, ,5/2+, ,122,3,ms,0.122,0.003,EC+B+,100, ,B+P,32.6,1,B+A,0.5, , ,-0.983, , , ,-16086,596,,,-8021.51,83,13088.481,761,14645.16,200,3235.73,135,7105.031,36,149.205651,21011705.764,810,10903.85,755
0,21,13,8,Al,Al 21,,,0, ,(5/2+),LT,35, ,ns,3.5E-08, ,P, , , , , , , , , , , , , ,,,,,-10608,1165,16086.15,596,,,-2223,596,6302,28,132.342,21028975,640,26990,596
0,22,6,16,C,C 22,,,0, ,0+, ,6.1,+14-12,ms,0.0061, ,B-,100, ,B-N,61, ,B-2N,37, , , , , , ,21846.396,311063,20307.97,268,,,,,103,640,31008,929,5421.077,10522,119.263694,22057553.99,248515,53611.197,231490
0,22,7,15,N,N 22,,,0, ,(0-), ,23,3,ms,0.023,0.003,B-,100, ,B-N,34,3,B-2N,12,3, , , , , ,22481.768,215435,15631.45,208,-22452.75,291,-21846.396,311,1538.43,247,21167,631,6378.534,9445,140.327748,22034100.918,223060,31764.801,207779
0,22,8,14,O,O 22,,,0, ,0+, ,2.25,9,s,2.25,0.09,B-,100, ,B-N,22, , , , , , , , , ,6489.66,58256,1259.32,57,-18061.15,64,-22481.768,215,6850.32,58,23237.85,146,7364.871,2587,162.027162,22009965.746,61107,9283.033,56921
0,22,9,13,F,F 22,,,0, ,(4+), ,4.23,4,s,4.23,0.04,B-,100, ,B-N,11, , , , , ,2.6944, ,0.003, ,10818.092,12399,453.83,12,-12744.71,22,-6489.66,58,5230.34,13,12557.63,17,7624.295,564,167.73449,22002998.809,13310,2793.373,12399
1,22,10,12,Ne,Ne 22,2.9525,40,0, ,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,-2843.207,171,-13911.4,10,-9666.82,2,-10818.092,12,10364.26,4,15266.08,180,8080.465,1,177.77023,21991385.109,18,-8024.719,18
0,22,11,11,Na,Na 22,2.9852,168,0, ,3+, ,2.6018,22,Y,82104810.0006935,69425.2371441024,EC+B+,100, , , , , , , , ,1.746, ,0.18, ,-4781.578,321,-24156.68,77,-8479.54,49,2843.208,172,11068.2,20,6738.71,18,7915.667,8,174.144674,21994437.418,183,-5181.511,171
0,22,12,10,Mg,Mg 22,,0,0, ,0+, ,3.8755,12,s,3.8755,0.0012,EC+B+,100, , , , , , , , , , , , ,-18601,401,-35461,596,-8142.46,48,4781.578,357,19375.1,82,5504.27,33,7662.761,14,168.580742,21999570.654,335,-399.933,313
0,22,13,9,Al,Al 22,,,0, ,(4)+, ,91.1,5,ms,0.0911,0.0005,EC+B+,100, ,B+P,55,3,B+2P,1.1,0.1, , , , , ,-15137,643,,,-9262,411,18600.933,401,16860,718,-9,401,6782,18,149.204,22019540,430,18201,401
0,22,14,8,Si,Si 22,,,0, ,0+, ,29,2,ms,0.029,0.002,EC+B+,100, ,B+P,32,4, , , , , , , , ,,,,,,,15137,643,,,941,780,6058,23,133.276,22035790,540,33338,503
0,23,7,16,N,N 23,,,0, , , ,14.1,15,ms,0.0141,0.0015,B-,100, ,B-N,42,6,B-2N,8,4, , , , , ,22099.056,437827,19366.07,424,-25474.73,673,,,3115.69,469,24179.74,480,6236.671,18286,143.443433,23039421,451500,36720.425,420570
0,23,8,15,O,O 23,,,0, ,1/2+, ,82,+45-28,ms,0.082, ,B-,100, ,B-N,31,7, , , , , , , , ,11336.106,126190,3756.68,122,-20217.3,157,-22099.056,438,2732.98,134,24432.4,241,7163.485,5292,164.760155,23015696.686,130663,14621.369,121712
0,23,9,14,F,F 23,,,0, ,5/2+, ,2.23,14,s,2.23,0.14,B-,100, , , , , , , , , , , , ,8439.312,33321,3238.66,33,-14995.93,37,-11336.106,126,7579.43,36,13286.74,66,7622.344,1449,175.313912,23003526.874,35770,3285.263,33320
0,23,10,13,Ne,Ne 23,2.9104,71,0, ,5/2+, ,37.24,12,s,37.24,0.12,B-,100, , , , , , , , ,-1.077, , , ,4375.804,104,-8043.85,20,-10911.82,264,-8439.312,33,5200.65,10,15236.39,12,7955.256,5,182.970888,22994466.9,112,-5154.049,104
2,23,11,12,Na,Na 23,2.9936,21,0, ,3/2+, ,STABLE, , , , , , , , , , , , , , ,2.21752, ,0.1006, ,-4056.34,158,-17201.24,31,-10467.32,0,-4375.803,104,12419.66,17,8794.1,2,8111.493,0,186.564339,22989769.28199,194,-9529.85248,181
0,23,12,11,Mg,Mg 23,,0,0, ,3/2+, ,11.317,11,s,11.317,0.011,EC+B+,100, , , , , , , , , , , , ,-12221.583,379,-31746,401,-9650.48,23,4056.339,158,13144.9,35,7580.97,23,7901.115,7,181.725645,22994123.941,170,-5473.513,158
0,23,13,10,Al,Al 23,,,0, ,5/2+, ,470,30,ms,0.47,0.03,EC+B+,100, ,B+P,0.46,0.23, , , , , , , , ,-16949,503,-34661,503,-8606.24,11,12221.583,379,19525,401,140.97,47,7335.727,15,168.721721,23007244.351,370,6748.07,345
0,23,14,9,Si,Si 23,,,0, ,(5/2)+, ,42.3,4,ms,0.0423,0.0004,EC+B+,100, ,ECP,71,3,EC2P,3.6,0.4, , , , , ,,,,,-10556,505,16948.93,503,17712,711,1793,643,6565,22,150.995,23025440,540,23697,503
0,24,7,17,N,N 24,,,0, , ,LT,52, ,ns,5.2E-08, ,N, , , , , , , , , , , , , ,28438,433,24245,419,-23937,895,,,-2146,581,24522,1074,5887,17,141.288,24050390,430,46938,401
0,24,8,16,O,O 24,,,0, ,0+, ,65,5,ms,0.065,0.005,B-,100, ,B-N,58,12, , , , , , , , ,10955.887,191633,7143.82,168,-21428.08,284,-28437.598,434,4192.28,205,25508.99,452,7039.685,6870,168.95244,24019861,177000,18500.402,164874
0,24,9,15,F,F 24,,,0, ,(3+), ,390,70,ms,0.39,0.07,B-,100, ,B-N,5.9, , , , , , , , , ,13496.161,97672,4627.25,98,-16646.9,126,-10955.887,192,3812.06,103,14365.82,156,7463.582,4070,179.125968,24008099.37,104853,7544.515,97670
0,24,10,14,Ne,Ne 24,2.9007,78,0, ,0+, ,3.38,2,m,202.8,1.2,B-,100, , , , , , , , , , , , ,2466.255,513,-4493.11,51,-12172.73,102,-13496.161,98,8868.91,52,16525.88,33,7993.325,21,191.8398,23993610.645,550,-5951.646,513
0,24,11,13,Na,Na 24,2.9735,168,0, ,4+, ,14.997,12,h,53989.2,43.2,B-,100, , , , , , , , ,1.6903, , , ,5515.669,21,-11015.71,16,-10825.35,3,-2466.255,513,6959.37,2,10552.82,11,8063.488,1,193.523712,23990963.011,17,-8417.901,17
2,24,12,12,Mg,Mg 24,3.057,16,0, ,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,-13884.704,233,-28752.96,34,-9316.55,1,-5515.668,21,16531.37,16,11692.69,1,8260.709,1,198.257016,23985041.697,14,-13933.569,13
0,24,13,11,Al,Al 24,,,0, ,4+, ,2.053,4,s,2.053,0.004,EC+B+,100, ,B+A,0.035,0.006,B+P,0.0016,0.0003, , , , , ,-10794.06,19473,-31817,503,-9324.38,113,13884.704,233,14868.25,42,1864.32,28,7649.582,10,183.589968,23999947.541,250,-48.865,233
0,24,14,10,Si,Si 24,,,0, ,0+, ,140,8,ms,0.14,0.008,EC+B+,100, ,B+P,38,4, , , , , , , , ,-22574,503,,,-9157.41,20,10794.06,19,21023,503,3291.85,19,7167.232,811,172.013568,24011535.441,20904,10745.195,19472
0,25,9,16,F,F 25,,,0, ,5/2+, ,80,9,ms,0.08,0.009,B-,100, ,B-N,23.1,4.5, , , , , , , , ,13369.667,100721,9214.49,96,-16322.66,165,-15994.861,191,4281.67,137,14455.21,191,7336.306,3858,183.40765,25012167.727,103535,11334.166,96442
0,25,10,15,Ne,Ne 25,2.9316,88,0, ,1/2+, ,602,8,ms,0.602,0.008,B-,100, , , , , , , , ,-1.0062, , , ,7322.312,29070,-1688.92,29,-12522.45,31,-13369.668,101,4155.17,29,16868.99,102,7839.799,1162,195.994975,24997814.799,31181,-2035.502,29045
0,25,11,14,Na,Na 25,2.9769,252,0, ,5/2+, ,59.1,6,s,59.1,0.6,B-,100, , , , , , , , ,3.683, ,-0.1, ,3834.969,1201,-3495.56,120,-11735.12,216,-7322.311,29,9011.23,120,10695.14,130,8101.397,48,202.534925,24989953.973,1288,-9357.813,1200
1,25,12,13,Mg,Mg 25,3.0284,22,0, ,5/2+, ,STABLE, , , , , , , , , , , , , , ,-0.85545, ,0.201, ,-4276.808,45,-21215.23,24,-9885.92,6,-3834.97,120,7330.53,5,12063.85,5,8223.502,2,205.58755,24985836.964,50,-13192.783,47
0,25,13,12,Al,Al 25,,,0, ,5/2+, ,7.183,12,s,7.183,0.012,EC+B+,100, , , , , , , , ,3.6455, , , ,-12743.299,10000,-27732.49,19,-9156.26,12,4276.808,8,16938.43,24,2271.38,7,8021.136,3,200.5284,24990428.306,69,-8915.975,65
0,25,14,11,Si,Si 25,,,0, ,5/2+, ,220,3,ms,0.22,0.003,EC+B+,100, ,B+P,35,2, , , , , , , , ,-15911,401,-37564,503,-9501.44,10,12743.299,10,14989.19,22,3412.78,10,7480.11,400,187.00275,25004108.801,10735,3827.324,10000
0,25,15,10,P,P 25,,,0, ,(1/2+),LT,30, ,ns,3E-08, ,P,100, , , , , , , , , , , , ,,,,,-9677,718,15910.676,401,21652,643,-1704,401,6812,16,170.3,25021190,430,19738,401
0,26,8,18,O,O 26,,,0, ,0+, ,4.5,+32-34,ps,4.5E-12, ,2N,100, , , , , , , , , , , , ,16012.161,198932,15255.55,191,-21375.08,284,,,739.31,10,28611,529,6497.478,6344,168.934428,26037210.155,177081,34661.037,164950
0,26,9,17,F,F 26,,,0, ,1+, ,8.2,9,ms,0.0082,0.0009,B-,100, ,B-N,13.5,4, , , , , , , , ,18167.762,112716,12613.06,115,-15540.84,236,-16012.162,199,756.61,147,15969.12,199,7083.24,4277,184.16424,26020020.392,119377,18648.875,111199
0,26,10,16,Ne,Ne 26,2.9251,100,0, ,0+, ,197,2,ms,0.197,0.002,B-,100, ,B-N,0.13,0.03, , , , , , , , ,7341.893,18758,1767.61,18,-11226.84,60,-18167.761,113,5554.7,34,18142.02,98,7751.91,709,201.54966,26000516.496,19784,481.114,18429
0,26,11,15,Na,Na 26,2.9928,331,0, ,3+, ,1.07128,25,s,1.07128,0.00025,B-,100, , , , , , , , ,2.851, ,-0.0053, ,9353.763,3502,-1739.31,4,-12079.07,13,-7341.894,19,5574.28,4,12114.25,29,8004.201,135,208.109226,25992634.649,3759,-6860.78,3502
1,26,12,14,Mg,Mg 26,3.0337,18,0, ,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,-4004.391,63,-15369.88,6,-10614.74,3,-9353.762,4,11093.08,4,14145.7,120,8333.87,1,216.68062,25982592.971,32,-16214.542,30
0,26,13,13,Al,Al 26,,,0, ,5+, ,717000,24,Y,22626315923782.5,757366223390.208,EC+B+,100, , , , , , , ,0,2.804, ,0.27, ,-5069.136,85,-24108.79,10,-9453.56,18,4004.391,73,11365.49,7,6306.34,6,8149.765,3,211.89389,25986891.863,71,-12210.151,67
0,26,14,12,Si,Si 26,,,0, ,0+, ,2.2453,7,s,2.2453,0.0007,EC+B+,100, , , , , , , ,1, , , , ,-18114,196,-34951,401,-9166,33,5069.136,127,19039.66,10,5514.01,11,7924.708,4,206.042408,25992333.804,115,-7141.015,108
0,26,15,11,P,P 26,,,0, ,(3)+, ,43.7,6,ms,0.0437,0.0006,EC+B+,100, ,ECP,36.8,2,EC2P,2.16,0.24,2, , , , ,-16106,627,,,-9653,446,18114.015,196,16837,446,143,196,7198,8,187.148,26011780,210,10973,196
0,26,16,10,S,S 26,,,0, ,0+,LT,79, ,ns,7.9E-08, ,P, , , , , , , , , , , , , ,,,,,-8685,780,16106,627,,,-51,718,6548,23,170.248,26029070,640,27079,596
0,27,9,18,F,F 27,,,0, ,(5/2+), ,5,2,ms,0.005,0.0002,B-,100, ,B-N,77,21, , , , , , , , ,18399.37,400258,16897.85,390,-13695.06,573,,,1269.91,405,16499.73,423,6867.932,14438,185.434164,27027322,418500,25450.279,389830
0,27,10,17,Ne,Ne 27,,,0, ,(3/2+), ,31.5,13,ms,0.0315,0.0013,B-,100, ,B-N,2,0.5, , , , , , , , ,12568.699,90847,5840.37,91,-9995.38,152,-18399.37,400,1501.52,93,18886.94,144,7520.414,3362,203.051178,27007569.462,97445,7050.909,90770
0,27,11,16,Na,Na 27,3.0136,467,0, ,5/2+, ,301,6,ms,0.301,0.006,B-,100, ,B-N,0.13,0.04, , , , ,3.895, ,-0.007, ,9068.821,3727,2625.44,4,-11227.97,34,-12568.699,91,6728.33,5,13287.87,19,7956.946,138,214.837542,26994076.408,4000,-5517.79,3726
0,27,12,15,Mg,Mg 27,,0,0, ,1/2+, ,9.458,12,m,567.48,0.72,B-,100, , , , , , , , ,-0.04107, , , ,2610.251,69,-10447.78,8,-11857.48,12,-9068.821,4,6443.39,4,15014.8,4,8263.852,2,223.124004,26984340.628,53,-14586.611,50
2,27,13,14,Al,Al 27,3.061,31,0, ,5/2+, ,STABLE, , , , , , , , , , , , , , ,3.6415069, ,0.1466, ,-4812.359,96,-18127.16,12,-10091.92,5,-2610.25,6,13058.03,8,8271.29,6,8331.553,2,224.951931,26981538.408,50,-17196.861,47
0,27,14,13,Si,Si 27,,,0, ,5/2+, ,4.15,4,s,4.15,0.04,EC+B+,100, , , , , , , , ,0.8654, ,0.063, ,-11662.044,26340,-31429,196,-9335.91,19,4812.358,117,13314.8,15,7463.32,13,8124.341,4,219.357207,26986704.688,115,-12384.503,107
0,27,15,12,P,P 27,,,0, ,1/2+, ,260,80,ms,0.26,0.08,EC+B+,100, ,B+P,0.07, , , , , , , , , ,-17750,400,-35872,597,-9895.44,26,11662.045,26,19767,197,870.41,26,7663.438,976,206.912826,26999224.409,28277,-722.458,26340
0,27,16,11,S,S 27,,,0, ,(5/2+), ,15.5,15,ms,0.0155,0.0015,EC+B+,100, ,B+P,2.3,0.9,B+2P,1.1,0.5, , , , , ,,,,,-9095,643,17750.458,402,18122,718,1234,446,6977,15,188.379,27018280,430,17028,401
0,28,9,19,F,F 28,,,0, , ,AP,0.046, ,as,4.6E-20, ,N,100, , , , , , , , , , , , ,22441.859,412748,18619.37,403,-15621,561,-18338.404,802,-220,50,18217,636,6614.792,14037,185.214176,28036223.095,421928,33741.596,393024
0,28,10,18,Ne,Ne 28,2.9642,134,0, ,0+, ,20,1,ms,0.02,0.001,B-,100, ,B-N,12,1,B-2N,3.7,0.5, , , , , ,12288.052,126483,8746.21,126,-9625.58,208,-22441.859,413,3822.49,155,21439.51,410,7388.346,4502,206.873688,28012130.767,135339,11299.737,126068
0,28,11,17,Na,Na 28,3.04,581,0, ,1+, ,30.5,4,ms,0.0305,0.0004,B-,100, ,B-N,0.58,0.12, , , , ,2.42, ,0.0395, ,14030.529,10440,5526.98,10,-10957.75,98,-12288.052,126,3541.84,11,15328.19,91,7799.264,366,218.379392,27998939,11000,-988.315,10246
0,28,12,16,Mg,Mg 28,,0,0, ,0+, ,20.915,9,h,75294,32.4,B-,100, , , , , , , , , , , , ,1831.8,2000,-5893.3,200,-11492.11,206,-14030.53,10,8503.55,200,16790.03,4,8272.413,71,231.627564,27983876.606,2148,-15018.845,2001
0,28,13,15,Al,Al 28,,,0, ,3+, ,2.245,2,m,134.7,0.12,B-,100, , , , , , , , ,3.242, ,0.175, ,4642.15,77,-12537.46,11,-10857.66,8,-1831.8,20,7725.1,6,9553,9,8309.894,3,232.677032,27981910.087,83,-16850.645,77
2,28,14,14,Si,Si 28,3.1224,23,0, ,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,-14345.055,1152,-28841.65,26,-9984.14,1,-4642.149,77,17179.61,11,11584.9,5,8447.744,0,236.536832,27976926.53499,51,-21492.7943,49
0,28,15,13,P,P 28,,,0, ,3+, ,270.3,5,ms,0.2703,0.0005,EC+B+,100, ,ECP,0.0013,0.0004,ECA,0.00086,0.00025, ,0.3115, , , ,-11220.945,160004,-32247,401,-9523.79,118,14345.054,1152,14496.6,26,2052.21,115,7907.479,41,221.409412,27992326.585,1236,-7147.74,1152
0,28,16,12,S,S 28,,,0, ,0+, ,125,10,ms,0.125,0.01,EC+B+,100, ,ECP,20.7,2, , , , , , , , ,-23443,617,,,-9096.9,161,11220.946,160,21026,432,2493.31,162,7478.79,5714,209.40612,28004372.766,171767,4073.206,160000
0,29,9,20,F,F 29,,,0, , , ,2.5,3,ms,0.0025,0.0003,B-,100, ,B-N,100,80, , , , , , , , ,21750.385,546221,20779.13,540,-18258,727,,,1662.73,656,19219,874,6444.031,18116,186.876899,29043103,564000,40150.186,525363
0,29,10,19,Ne,Ne 29,,,0, ,(3/2+), ,15,3,ms,0.015,0.003,B-,100, ,B-N,28,5,B-2N,4,1, , , , , ,15719.807,149685,11316.8,150,-11354.14,223,-21750.385,546,971.25,196,22630.77,421,7167.067,5155,207.844943,29019753,160500,18399.801,149505
0,29,11,18,Na,Na 29,3.0922,723,0, ,3/2+, ,44.1,9,ms,0.0441,0.0009,B-,100, ,B-N,21.5,3, , , , ,2.449, ,0.086, ,13282.824,13557,9627.52,8,-11079.09,97,-15719.807,150,4403.01,13,15908.71,126,7682.151,253,222.782379,29002877.092,7876,2679.994,7337
0,29,12,17,Mg,Mg 29,,0,0, ,3/2+, ,1.3,12,s,1.3,0.12,B-,100, , , , , , , , ,0.978, , , ,7604.931,11405,-1823.5,11,-10992.24,31,-13282.823,14,3655.3,12,16903.48,15,8113.202,393,235.282858,28988617.393,12238,-10602.829,11400
0,29,13,16,Al,Al 29,,,0, ,5/2+, ,6.56,6,m,393.6,3.6,B-,100, , , , , , , , , , , , ,3687.318,345,-4786.28,34,-11274.86,125,-7604.931,11,9428.43,35,10477.89,202,8348.464,12,242.105456,28980453.164,370,-18207.76,345
1,29,14,15,Si,Si 29,3.1176,52,0, ,1/2+, ,STABLE, , , , , , , , , , , , , , ,-0.55529, , , ,-4942.23,359,-22818.66,114,-11127.21,5,-3687.318,345,8473.6,0,12333.4,8,8448.635,0,245.010415,28976494.66525,59,-21895.07838,55
0,29,15,14,P,P 29,,,0, ,1/2+, ,4.142,15,s,4.142,0.015,EC+B+,100, , , , , , , , ,1.2346, , , ,-13796.432,50001,-29097.37,160,-10461.79,36,4942.23,35,17876.43,121,2749.02,36,8251.236,12,239.285844,28981800.368,385,-16952.848,359
0,29,16,13,S,S 29,,,0, ,(5/2+), ,188,4,ms,0.188,0.004,EC+B+,100, ,ECP,47,5, , , , , , , , ,-16318.592,195192,-38744,598,-9408.65,51,13796.432,50,15300.94,168,3297.65,50,7748.52,1724,224.70708,28996611.448,53677,-3156.416,50000
0,29,17,12,Cl,Cl 29,,,0, ,(1/2+),LT,20, ,ns,2E-08, ,P,100, , , , , , , , , , , , ,,,,,-9001,443,16318.592,195,22425,625,-1800,100,7158.832,6506,207.606128,29014130.178,202555,13162.176,188680
0,30,9,21,F,F 30,,,0, , , , , , , , ,N, , , , , , , , , , , , , ,24832,648,21641,615,,,,,110,795,,,6233,20,186.99,30051650,640,48112,596
0,30,10,20,Ne,Ne 30,,,0, ,0+, ,7.3,3,ms,0.0073,0.0003,B-,100, ,B-N,13,4,B-2N,8.9,2.3, , , , , ,14805.448,253295,12528.81,253,-13805.83,302,-24831.883,648,3191,294,24159.04,583,7034.531,8442,211.03593,30024992.235,271875,23280.117,253250
0,30,11,19,Na,Na 30,3.118,884,0, ,2+, ,48,2,ms,0.048,0.002,B-,100, ,B-N,30,4,B-2N,1.15,0.25, ,2.069, ,0.15, ,17358.49,5850,11006.18,12,-12599.12,111,-14805.447,253,2276.64,9,17214.1,150,7501.968,158,225.05904,30009097.932,5074,8474.67,4727
0,30,12,18,Mg,Mg 30,,0,0, ,0+, ,335,17,ms,0.335,0.017,B-,100, , , , , , , , , , , , ,6981.024,4496,1252.62,3,-11789.85,19,-17358.49,6,6352.31,12,18852.79,8,8054.506,115,241.63518,29990462.826,3700,-8883.82,3447
0,30,13,17,Al,Al 30,,,0, ,3+, ,3.62,6,s,3.62,0.06,B-,100, , , , , , , , ,3.01, , , ,8568.116,2888,-2041.08,289,-11428.98,5,-6981.024,4,5728.4,291,12550.99,12,8261.128,96,247.83384,29982968.388,3100,-15864.844,2888
1,30,14,16,Si,Si 30,3.1336,40,0, ,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,-4232.106,61,-15551.43,36,-10643.33,4,-8568.116,2888,10609.2,2,13514.17,35,8520.654,1,255.61962,29973770.136,23,-24432.96,22
0,30,15,15,P,P 30,,,0, ,1+, ,2.498,4,m,149.88,0.24,EC+B+,100, , , , , , , , , , , , ,-6141.601,196,-25115.76,50,-10415.62,9,4232.106,69,11319.32,36,5594.75,7,8353.506,2,250.60518,29978313.489,69,-20200.854,65
0,30,16,14,S,S 30,,,0, ,0+, ,1.178,5,s,1.178,0.005,EC+B+,100, , , , , , , , , , , , ,-18502,196,-35292.75,189,-9343.15,23,6141.601,216,18974.15,50,4395.38,41,8122.707,7,243.68121,29984906.769,221,-14059.253,206
0,30,17,13,Cl,Cl 30,,,0, ,(3+),LT,30, ,ns,3E-08, ,P, , , , , , , , , , , , , ,-16488,284,,,-8955,277,18502.253,196,16790,272,-311,202,7480,7,224.4,30004770,210,4443,196
0,30,18,12,Ar,Ar 30,,,0, ,0+,LT,10, ,ps,1E-11, ,2P,100, , , , , , , , , , , , ,,,,,-8572,631,16488.147,284,,,-480,164,6904.204,6872,207.12612,30022470.511,221316,20931.147,206155
0,31,9,22,F,F 31,,,0, , ,GT,260, ,ns,2.6E-07, ,B-2N, , ,B-N, , ,B-, , , , , , , ,24961,608,24791,602,,,,,40,809,,,6033,18,187.023,31060272,587,56143,546
0,31,10,21,Ne,Ne 31,,,0, ,(3/2-), ,3.4,8,ms,0.0034,0.0008,B-,100, ,B-2N, , ,B-N, , , , , , , ,18935.559,266562,14635.6,266,-15913,567,-24961.409,607,169.84,127,24219,653,6813.09,8587,211.20579,31033474.816,285772,31181.591,266195
0,31,11,20,Na,Na 31,3.1704,893,0, ,3/2(+), ,17.35,40,ms,0.01735,0.0004,B-,100, ,B-N,37.3,5.4,B-2N,0.87,0.24, ,2.298, , , ,15368.182,14307,13058.53,14,-15629.16,390,-18935.56,267,4299.96,15,18323.06,254,7398.677,451,229.358987,31013146.656,15000,12246.031,13972
0,31,12,19,Mg,Mg 31,,0,0, ,1/2(+), ,236,20,ms,0.236,0.02,B-,100, ,B-N,6.2,1.9, , , , ,-0.88355, , , ,11828.555,3801,4671.38,4,-12597.98,91,-15368.182,14,2309.65,5,18885.79,6,7869.188,99,243.944828,30996648.232,3300,-3122.151,3074
0,31,13,18,Al,Al 31,,,0, ,5/2(+), ,644,25,ms,0.644,0.025,B-,100, ,B-N,1.6, , , , , ,3.828, ,0.134, ,7998.33,2236,1410.94,224,-11857.83,4,-11828.555,4,7157.18,4,13355.86,4,8225.517,72,254.991027,30983949.756,2400,-14950.706,2236
